,nombre,fecha_limite,enlaces
42,"PROYECTOS DE DISPOSICIONES PARA MODIFICAR LAS CIRCULARES 14/2017, 3/2012, 4/2016 Y 13/2017, CON EL OBJETIVO DE IMPLEMENTAR EL ESQUEMA DE SPEI AMPLIADO, REGULAR LA PARTICIPACIÓN INDIRECTA EN EL SPEI, ASÍ COMO CAMBIOS MISCELÁNEOS EN EL SPEI Y EN EL SPID",Cerrado el 04/12/2020,"{'Plan de consulta': 'https://www.banxico.org.mx/ConsultaRegulacionWeb/downloadFile?fileId={2E26DF52-E702-3F53-3736-F05A3F8C186B}', 'Proyecto de disposiciones': 'https://www.banxico.org.mx/ConsultaRegulacionWeb/downloadFile?fileId={092F137B-A211-74F2-D34E-478D502EF50A}'}"
43,"PROYECTO DE MODIFICACIONES A LA CIRCULAR 3/2012, EN MATERIA DE REGÍMENES DE ADMISIÓN DE PASIVOS Y DE INVERSIÓN PARA LAS OPERACIONES PASIVAS EN MONEDA EXTRANJERA",Cerrado el 30/07/2020,"{'Plan de consulta': 'https://www.banxico.org.mx/ConsultaRegulacionWeb/downloadFile?fileId={E53F2D7F-15DB-4589-CA22-2BA7867DA908}', 'Proyecto de disposiciones': 'https://www.banxico.org.mx/ConsultaRegulacionWeb/downloadFile?fileId={6F73FED9-6D26-9885-FE88-75372C7D3440}'}"
44,PROYECTO DE DISPOSICIONES DE CARÁCTER GENERAL APLICABLES A LA EMISIÓN ELECTRÓNICA DE TÍTULOS,Cerrado el 15/06/2020,"{'Plan de consulta': 'https://www.banxico.org.mx/ConsultaRegulacionWeb/downloadFile?fileId={A72BAD11-5489-5F4F-7171-5F39575AE403}', 'Proyecto de disposiciones': 'https://www.banxico.org.mx/ConsultaRegulacionWeb/downloadFile?fileId={EA7EA8BA-16A4-F9A5-F319-A720FB0C5BDD}'}"
45,PROYECTO DE DISPOSICIONES EN MATERIA DE CUENTAS DE DEPÓSITOS PARA MENORES DE EDAD Y MONTOS MÁXIMOS PROVISIONALES PARA CUENTAS NIVEL 2,Cerrado el 21/05/2020,"{'Plan de consulta': 'https://www.banxico.org.mx/ConsultaRegulacionWeb/downloadFile?fileId={EED65C5C-EA44-ACB2-5898-6407851153EB}', 'Proyecto de disposiciones': 'https://www.banxico.org.mx/ConsultaRegulacionWeb/downloadFile?fileId={972F05D4-E660-13FD-260F-EA1BA86CEBAE}'}"
46,NOTA CONCEPTUAL RELATIVA A LA PROPUESTA REGULACIÓN APLICABLE A INSTITUCIONES DE CRÉDITO PARA LA OPERACIÓN DE CAJEROS AUTOMÁTICOS ACEPTADORES Y DISPENSADORES DE BILLETES,Cerrado el 06/04/2020,"{'Plan de consulta': 'https://www.banxico.org.mx/ConsultaRegulacionWeb/downloadFile?fileId={97401BAD-9B4A-6917-B0CE-698EA88BFF6F}', 'Nota conceptual': 'https://www.banxico.org.mx/ConsultaRegulacionWeb/downloadFile?fileId={4B5F06EF-3022-5F08-9742-1B77155086A1}', 'Reporte de comentarios': 'https://www.banxico.org.mx/ConsultaRegulacionWeb/downloadFile?fileId={B9E04C3B-013B-DC91-C08F-769B45C5C81F}'}"
47,Consulta pública sobre la nota conceptual relativa a la propuesta de disposiciones de carácter general a que se refiere el artículo 76 de la Ley para Regular las Instituciones de Tecnología Financiera,Cerrado el 01/03/2020,"{'Plan de consulta': 'https://www.banxico.org.mx/ConsultaRegulacionWeb/downloadFile?fileId={E8403D45-3824-9952-C5CB-A60784348DEF}', 'Nota conceptual': 'https://www.banxico.org.mx/ConsultaRegulacionWeb/downloadFile?fileId={4086D357-972A-4B0E-CDB7-34859FAB171D}'}"
48,"PROYECTO DE MODIFICACIONES A LAS DISPOSICIONES DE CARÁCTER GENERAL EN MATERIA DE REGISTRO DE COMISIONES Y A LAS REGLAS DEL MÓDULO DE ATENCIÓN ELECTRÓNICA, EN MATERIA DE REGISTRO DE COMISIONES",Cerrado el 06/02/2020,"{'Plan de consulta': 'https://www.banxico.org.mx/ConsultaRegulacionWeb/downloadFile?fileId={39FB8E47-715A-5650-A0A1-3B012E2C8C79}', 'Proyecto de disposiciones': 'https://www.banxico.org.mx/ConsultaRegulacionWeb/downloadFile?fileId={525E9E6C-23BA-3142-191C-A58EED719343}'}"
49,"PROYECTO DE DISPOSICIONES QUE MODIFICA LAS CIRCULARES 3/2012, 34/2010 Y 22/2008, EN LO CONCERNIENTE AL USO DE REMUNERACIONES Y PRESTACIONES LABORALES COMO RESPALDO DE SERVICIOS FINANCIEROS CONTRATADOS POR TRABAJADORES",Cerrado el 19/12/2019,"{'Plan de consulta': 'https://www.banxico.org.mx/ConsultaRegulacionWeb/downloadFile?fileId={2D56ABCB-4F30-8E55-205E-92915123C475}', 'Proyecto de disposiciones': 'https://www.banxico.org.mx/ConsultaRegulacionWeb/downloadFile?fileId={85B41557-8716-B255-CFCD-C30989EB5DE0}'}"
50,PROYECTO DE MODIFICACIONES A LA CIRCULAR 3/2012 EN MATERIA DE TASAS DE REFERENCIA,Cerrado el 15/11/2019,"{'Plan de consulta': 'https://www.banxico.org.mx/ConsultaRegulacionWeb/downloadFile?fileId={FD30508A-5E4A-59A8-CAAF-AB2C37AA6856}', 'Proyecto de disposiciones': 'https://www.banxico.org.mx/ConsultaRegulacionWeb/downloadFile?fileId={63DD2426-3F34-B906-1101-5B529348B839}', 'Reporte de comentarios': 'https://www.banxico.org.mx/ConsultaRegulacionWeb/downloadFile?fileId={642340DC-EE5A-7796-2F30-976A3AAC0DEE}'}"
51,PROYECTO DE MODIFICACIONES A LAS DISPOSICIONES DE CARÁCTER GENERAL APLICABLES A LA INFORMACIÓN QUE LAS ENTIDADES FINANCIERAS DEBEN PROPORCIONAR A LAS SOCIEDADES DE INFORMACIÓN CREDITICIA,Cerrado el 09/08/2019,"{'Plan de consulta': 'https://www.banxico.org.mx/ConsultaRegulacionWeb/downloadFile?fileId={29F40D9D-3FC0-9683-16B5-1A7656E7C27E}', 'Proyecto de disposiciones': 'https://www.banxico.org.mx/ConsultaRegulacionWeb/downloadFile?fileId={1AE9D8FD-9868-23CE-9C0F-DF8B08EA4E4A}'}"
52,PROYECTO DE MODIFICACIONES A LAS REGLAS GENERALES A LAS QUE DEBERÁN SUJETARSE LAS OPERACIONES Y ACTIVIDADES DE LAS SOCIEDADES DE INFORMACIÓN CREDITICIA Y SUS USUARIOS,Cerrado el 09/08/2019,"{'Plan de consulta': 'https://www.banxico.org.mx/ConsultaRegulacionWeb/downloadFile?fileId={6A258FB1-B0D6-E8E5-CD58-8807BF5C8B3B}', 'Proyecto de disposiciones': 'https://www.banxico.org.mx/ConsultaRegulacionWeb/downloadFile?fileId={CB729F10-BC43-5716-7101-3B7A6D9B6E41}'}"
53,PROYECTO DE DISPOSICIONES QUE MODIFICAN LA CIRCULAR 4/2012 EN MATERIA DE REQUERIMIENTOS DE MÁRGENES INICIALES Y DE VARIACIÓN PARA OPERACIONES DERIVADAS SIN COMPENSACIÓN Y LIQUIDACIÓN CENTRALIZADA,Cerrado el 28/06/2019,"{'Plan de consulta': 'https://www.banxico.org.mx/ConsultaRegulacionWeb/downloadFile?fileId={071CD3DF-6293-B945-ED76-CB400D02CA70}', 'Proyecto de disposiciones': 'https://www.banxico.org.mx/ConsultaRegulacionWeb/downloadFile?fileId={8B55F6F6-7663-25B8-7BE7-A0F5C5BD364A}'}"
54,PROYECTO DE DISPOSICIONES QUE MODIFICA LAS REGLAS APLICABLES A LAS OPERACIONES DE REPORTO,Cerrado el 28/06/2019,"{'Plan de consulta': 'https://www.banxico.org.mx/ConsultaRegulacionWeb/downloadFile?fileId={2B5C3AE7-3531-B73E-2F2B-9B5FE0F853F5}', 'Proyecto de disposiciones': 'https://www.banxico.org.mx/ConsultaRegulacionWeb/downloadFile?fileId={79A7B37C-F790-1755-2FAF-6293E2547300}'}"
55,PROYECTO DE DISPOSICIONES QUE MODIFICA LAS REGLAS APLICABLES A LAS OPERACIONES DE PRÉSTAMO DE VALORES,Cerrado el 28/06/2019,"{'Plan de consulta': 'https://www.banxico.org.mx/ConsultaRegulacionWeb/downloadFile?fileId={7160A275-6E8B-9C60-D4CF-E83BE1465C48}', 'Proyecto de disposiciones': 'https://www.banxico.org.mx/ConsultaRegulacionWeb/downloadFile?fileId={98798AFF-A740-7649-C700-3C702D389663}'}"
56,DISPOSICIONES DE CARÁCTER GENERAL APLICABLES A LAS INSTITUCIONES DE FINANCIAMIENTO COLECTIVO EN LAS OPERACIONES QUE REALICEN EN MONEDA EXTRANJERA Y LOS REPORTES DE INFORMACIÓN AL BANCO DE MÉXICO,Cerrado el 05/06/2019,"{'Plan de consulta': 'https://www.banxico.org.mx/ConsultaRegulacionWeb/downloadFile?fileId={B52FC73F-52A6-4406-917E-6B7D62C90DFB}', 'Proyecto de disposiciones': 'https://www.banxico.org.mx/ConsultaRegulacionWeb/downloadFile?fileId={36521857-270B-C59F-9AFA-85FEA91B592E}', 'Reporte de comentarios': 'https://www.banxico.org.mx/ConsultaRegulacionWeb/downloadFile?fileId={2345E6F7-CC8F-DED9-C664-A9F09C8C7C05}'}"
57,DISPOSICIONES DE CARÁCTER GENERAL EN MATERIA DE MODELOS NOVEDOSOS,Cerrado el 05/06/2019,"{'Plan de consulta': 'https://www.banxico.org.mx/ConsultaRegulacionWeb/downloadFile?fileId={CADA1929-A117-9A66-0471-3AFBFF221B72}', 'Proyecto de disposiciones': 'https://www.banxico.org.mx/ConsultaRegulacionWeb/downloadFile?fileId={683698B4-3A1E-5B85-634F-167731F32D0C}', 'Reporte de comentarios': 'https://www.banxico.org.mx/ConsultaRegulacionWeb/downloadFile?fileId={ED84BA4F-649C-D6C8-0CD8-7F0DFCC70792}'}"
58,DISPOSICIONES DE CARÁCTER GENERAL APLICABLES A LAS INSTITUCIONES DE CRÉDITO E INSTITUCIONES DE TECNOLOGÍA FINANCIERA EN LAS OPERACIONES QUE REALICEN CON ACTIVOS VIRTUALES,Cerrado el 05/06/2019,"{'Plan de consulta': 'https://www.banxico.org.mx/ConsultaRegulacionWeb/downloadFile?fileId={F68980F0-B24A-27B8-79E5-0CDFA311C7B5}', 'Proyecto de disposiciones': 'https://www.banxico.org.mx/ConsultaRegulacionWeb/downloadFile?fileId={FA9AB39E-C67F-6D53-5733-1EBE768AEDEA}', 'Reporte de comentarios': 'https://www.banxico.org.mx/ConsultaRegulacionWeb/downloadFile?fileId={5F74F7BA-ECBE-C2B9-40E7-557BD8626930}'}"
59,"PROYECTO DE DISPOSICIONES QUE MODIFICA LA CIRCULAR 15/2018 Y LA CIRCULAR 3/2012, EN LO CONCERNIENTE AL USO DE REMUNERACIONES Y PRESTACIONES LABORALES COMO RESPALDO DE SERVICIOS FINANCIEROS CONTRATADOS POR TRABAJADORES",Cerrado el 05/03/2019,"{'Plan de consulta': 'https://www.banxico.org.mx/ConsultaRegulacionWeb/downloadFile?fileId={AAF175B8-5584-E86C-4142-D0ADEBD3095D}', 'Proyecto de disposiciones': 'https://www.banxico.org.mx/ConsultaRegulacionWeb/downloadFile?fileId={D92417B0-C121-C142-5E0E-2A8939B7C054}', 'Reporte de comentarios': 'https://www.banxico.org.mx/ConsultaRegulacionWeb/downloadFile?fileId={1FF09942-4410-101C-6357-53EDA1968F33}'}"
60,"PROYECTO DE DISPOSICIONES PARA MODIFICAR LAS CIRCULARES 14/2017, 13/2017 Y 3/2012 PARA EL FUNCIONAMIENTO DE COBRO DIGITAL",Cerrado el 15/01/2019,"{'Plan de consulta': 'https://www.banxico.org.mx/ConsultaRegulacionWeb/downloadFile?fileId={843414DD-0DE9-B4C7-1D12-9B6B50D71818}', 'Proyecto de disposiciones': 'https://www.banxico.org.mx/ConsultaRegulacionWeb/downloadFile?fileId={A1036F68-3752-7C7D-2D64-5CFCD91063FB}', 'Nota conceptual': 'https://www.banxico.org.mx/ConsultaRegulacionWeb/downloadFile?fileId={7C8E9098-FC96-2C70-FA3C-06518E70A87B}'}"
61,PROYECTO DE DISPOSICIONES QUE MODIFICA LAS REGLAS RELATIVAS A LAS OPERACIONES CON TARJETAS DE DÉBITO Y CRÉDITO - SEGUNDA CONSULTA PÚBLICA,Cerrado el 05/09/2018,"{'Plan de consulta': 'https://www.banxico.org.mx/ConsultaRegulacionWeb/downloadFile?fileId={65127623-274A-EB34-B6D4-FE9216C651FC}', 'Proyecto de disposiciones': 'https://www.banxico.org.mx/ConsultaRegulacionWeb/downloadFile?fileId={1A298211-BB12-8D14-6CB1-AF79C680F52A}', 'Reporte de comentarios': 'https://www.banxico.org.mx/ConsultaRegulacionWeb/downloadFile?fileId={23524CB3-C62C-11EF-9CFA-951B09C49E81}'}"
62,PROYECTO DE DISPOSICIONES DE CARÁCTER GENERAL APLICABLES A LAS OPERACIONES DE LAS INSTITUCIONES DE FONDOS DE PAGO ELECTRÓNICO,Cerrado el 29/08/2018,"{'Plan de consulta': 'https://www.banxico.org.mx/ConsultaRegulacionWeb/downloadFile?fileId={71D751C5-498F-58BE-3693-9899D26B46B7}', 'Proyecto de disposiciones': 'https://www.banxico.org.mx/ConsultaRegulacionWeb/downloadFile?fileId={33B5DEF9-BF93-16D9-E650-F713C5FE2033}', 'Reporte de comentarios': 'https://www.banxico.org.mx/ConsultaRegulacionWeb/downloadFile?fileId={2F997651-3956-B3D6-9A6E-0629931C38BE}'}"
63,SEGUNDO PROYECTO DE DISPOSICIONES QUE MODIFICA LAS REGLAS RELACIONADAS CON EL USO DE REMUNERACIONES Y PRESTACIONES LABORALES COMO RESPALDO DE SERVICIOS FINANCIEROS CONTRATADOS POR TRABAJADORES,Cerrado el 27/07/2018,"{'Plan de consulta': 'https://www.banxico.org.mx/ConsultaRegulacionWeb/downloadFile?fileId={0BCFB6E4-131F-41A1-9A88-78352DD4870A}', 'Proyecto de disposiciones': 'https://www.banxico.org.mx/ConsultaRegulacionWeb/downloadFile?fileId={BB8447D9-C20F-6B65-0CE1-48AA7F72D579}', 'Reporte de comentarios': 'https://www.banxico.org.mx/ConsultaRegulacionWeb/downloadFile?fileId={AA983B85-3F7E-4CA0-8C08-6819CA5CC4BC}'}"
64,PROYECTO DE DISPOSICIONES QUE MODIFICA EL RÉGIMEN VIGENTE PARA LA EMISIÓN DE OBLIGACIONES SUBORDINADAS QUE PRETENDAN LLEVAR A CABO LAS INSTITUCIONES DE CRÉDITO,Cerrado el 31/05/2018,"{'Plan de consulta': 'https://www.banxico.org.mx/ConsultaRegulacionWeb/downloadFile?fileId={1C962EF0-D129-6F01-EA49-0D6166CB0D18}', 'Proyecto de disposiciones': 'https://www.banxico.org.mx/ConsultaRegulacionWeb/downloadFile?fileId={C11AFF3E-DA61-A91A-82A0-2FFF405D14EC}', 'Reporte de comentarios': 'https://www.banxico.org.mx/ConsultaRegulacionWeb/downloadFile?fileId={408BBA7D-D9D6-DBAC-B5FD-B2BF00E4EC3D}'}"
65,PROYECTO DE DISPOSICIONES QUE MODIFICA LAS REGLAS RELATIVAS A LAS OPERACIONES CON TARJETAS DE DÉBITO Y CRÉDITO,Cerrado el 23/05/2018,"{'Plan de consulta': 'https://www.banxico.org.mx/ConsultaRegulacionWeb/downloadFile?fileId={B90A4671-D3C9-642B-10FB-4AEFBBD51479}', 'Proyecto de disposiciones': 'https://www.banxico.org.mx/ConsultaRegulacionWeb/downloadFile?fileId={7B690976-12CE-4655-F21A-585687AE4F33}', 'Reporte de comentarios': 'https://www.banxico.org.mx/ConsultaRegulacionWeb/downloadFile?fileId={CE9E2928-5932-641E-D04C-A90814DE2801}'}"
66,PROYECTO DE DISPOSICIONES QUE MODIFICA LAS REGLAS RELACIONADAS CON EL USO DE REMUNERACIONES Y PRESTACIONES LABORALES COMO RESPALDO DE SERVICIOS FINANCIEROS CONTRATADOS POR TRABAJADORES,Cerrado el 30/04/2018,"{'Plan de consulta': 'https://www.banxico.org.mx/ConsultaRegulacionWeb/downloadFile?fileId={E80FAC4D-C6A1-A735-20E8-E14CAAE3FA0E}', 'Proyecto de disposiciones': 'https://www.banxico.org.mx/ConsultaRegulacionWeb/downloadFile?fileId={92193A7B-F0F1-4591-B038-91526C5C3059}', 'Reporte de comentarios': 'https://www.banxico.org.mx/ConsultaRegulacionWeb/downloadFile?fileId={AF86B785-D399-D911-6962-1FC8723B3994}'}"
67,PROYECTO DE DISPOSICIONES RELATIVAS A LAS OPERACIONES CAMBIARIAS POR PAGOS Y RETIROS EN MONEDA EXTRANJERA CON TARJETAS DE DÉBITO Y CRÉDITO,Cerrado el 20/04/2018,"{'Plan de consulta': 'https://www.banxico.org.mx/ConsultaRegulacionWeb/downloadFile?fileId={308E19E0-3CBD-0A42-2723-E233F673A90B}', 'Proyecto de disposiciones': 'https://www.banxico.org.mx/ConsultaRegulacionWeb/downloadFile?fileId={13C1E6FB-F683-193C-8D5B-030828BE9161}', 'Reporte de comentarios': 'https://www.banxico.org.mx/ConsultaRegulacionWeb/downloadFile?fileId={43579090-768C-525A-3375-50F73479F391}'}"
